"timestamp","message"
"2025-10-15T02:20:26.700+07:00","2025-10-14 19:20:26,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:27.686+07:00","2025-10-14 19:20:27,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:28.699+07:00","2025-10-14 19:20:28,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:28.843+07:00","2025-10-14 19:20:28,842 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:29.699+07:00","2025-10-14 19:20:29,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:29.844+07:00","2025-10-14 19:20:29,842 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:30.706+07:00","2025-10-14 19:20:30,705 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:30.844+07:00","2025-10-14 19:20:30,843 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:31.686+07:00","2025-10-14 19:20:31,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:31.854+07:00","2025-10-14 19:20:31,849 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:32.703+07:00","2025-10-14 19:20:32,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:32.844+07:00","2025-10-14 19:20:32,843 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:33.687+07:00","2025-10-14 19:20:33,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:33.850+07:00","2025-10-14 19:20:33,849 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:34.703+07:00","2025-10-14 19:20:34,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:34.860+07:00","2025-10-14 19:20:34,856 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:35.699+07:00","2025-10-14 19:20:35,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:35.843+07:00","2025-10-14 19:20:35,842 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:36.701+07:00","2025-10-14 19:20:36,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:36.845+07:00","2025-10-14 19:20:36,844 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:37.700+07:00","2025-10-14 19:20:37,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:37.844+07:00","2025-10-14 19:20:37,843 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:38.705+07:00","2025-10-14 19:20:38,704 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:39.701+07:00","2025-10-14 19:20:39,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:40.699+07:00","2025-10-14 19:20:40,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:41.698+07:00","2025-10-14 19:20:41,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:42.701+07:00","2025-10-14 19:20:42,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:43.700+07:00","2025-10-14 19:20:43,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:44.706+07:00","2025-10-14 19:20:44,705 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:45.707+07:00","2025-10-14 19:20:45,706 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:46.707+07:00","2025-10-14 19:20:46,706 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:47.707+07:00","2025-10-14 19:20:47,706 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:48.701+07:00","2025-10-14 19:20:48,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:49.701+07:00","2025-10-14 19:20:49,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:50.699+07:00","2025-10-14 19:20:50,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:51.689+07:00","2025-10-14 19:20:51,688 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:52.700+07:00","2025-10-14 19:20:52,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:53.685+07:00","2025-10-14 19:20:53,684 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:54.700+07:00","2025-10-14 19:20:54,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:55.700+07:00","2025-10-14 19:20:55,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:56.701+07:00","2025-10-14 19:20:56,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:57.701+07:00","2025-10-14 19:20:57,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:58.701+07:00","2025-10-14 19:20:58,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:20:59.702+07:00","2025-10-14 19:20:59,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:00.688+07:00","2025-10-14 19:21:00,687 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:01.701+07:00","2025-10-14 19:21:01,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:02.686+07:00","2025-10-14 19:21:02,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:03.746+07:00","2025-10-14 19:21:03,745 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:04.704+07:00","2025-10-14 19:21:04,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:05.698+07:00","2025-10-14 19:21:05,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:06.703+07:00","2025-10-14 19:21:06,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:07.699+07:00","2025-10-14 19:21:07,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:08.687+07:00","2025-10-14 19:21:08,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:09.705+07:00","2025-10-14 19:21:09,704 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:10.716+07:00","2025-10-14 19:21:10,715 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:11.701+07:00","2025-10-14 19:21:11,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:12.686+07:00","2025-10-14 19:21:12,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:13.701+07:00","2025-10-14 19:21:13,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:14.702+07:00","2025-10-14 19:21:14,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:15.698+07:00","2025-10-14 19:21:15,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:16.689+07:00","2025-10-14 19:21:16,688 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:17.700+07:00","2025-10-14 19:21:17,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:18.687+07:00","2025-10-14 19:21:18,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:19.702+07:00","2025-10-14 19:21:19,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:20.687+07:00","2025-10-14 19:21:20,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:21.700+07:00","2025-10-14 19:21:21,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:22.701+07:00","2025-10-14 19:21:22,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:23.699+07:00","2025-10-14 19:21:23,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:24.704+07:00","2025-10-14 19:21:24,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:25.722+07:00","2025-10-14 19:21:25,721 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:26.715+07:00","2025-10-14 19:21:26,714 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:27.700+07:00","2025-10-14 19:21:27,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:28.699+07:00","2025-10-14 19:21:28,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:29.703+07:00","2025-10-14 19:21:29,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:30.702+07:00","2025-10-14 19:21:30,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:31.699+07:00","2025-10-14 19:21:31,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:32.687+07:00","2025-10-14 19:21:32,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:33.703+07:00","2025-10-14 19:21:33,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:34.687+07:00","2025-10-14 19:21:34,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:35.704+07:00","2025-10-14 19:21:35,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:36.689+07:00","2025-10-14 19:21:36,688 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:37.702+07:00","2025-10-14 19:21:37,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:38.688+07:00","2025-10-14 19:21:38,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:39.701+07:00","2025-10-14 19:21:39,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:40.701+07:00","2025-10-14 19:21:40,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:41.700+07:00","2025-10-14 19:21:41,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:42.686+07:00","2025-10-14 19:21:42,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:43.701+07:00","2025-10-14 19:21:43,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:44.699+07:00","2025-10-14 19:21:44,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:45.702+07:00","2025-10-14 19:21:45,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:46.687+07:00","2025-10-14 19:21:46,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:47.703+07:00","2025-10-14 19:21:47,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:48.687+07:00","2025-10-14 19:21:48,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:49.724+07:00","2025-10-14 19:21:49,723 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:50.701+07:00","2025-10-14 19:21:50,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:51.700+07:00","2025-10-14 19:21:51,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:52.700+07:00","2025-10-14 19:21:52,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:53.704+07:00","2025-10-14 19:21:53,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:54.687+07:00","2025-10-14 19:21:54,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:55.702+07:00","2025-10-14 19:21:55,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:56.702+07:00","2025-10-14 19:21:56,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:57.704+07:00","2025-10-14 19:21:57,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:58.698+07:00","2025-10-14 19:21:58,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:21:59.702+07:00","2025-10-14 19:21:59,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:00.701+07:00","2025-10-14 19:22:00,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:01.698+07:00","2025-10-14 19:22:01,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:02.698+07:00","2025-10-14 19:22:02,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:03.700+07:00","2025-10-14 19:22:03,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:04.687+07:00","2025-10-14 19:22:04,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:05.701+07:00","2025-10-14 19:22:05,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:06.689+07:00","2025-10-14 19:22:06,688 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:07.704+07:00","2025-10-14 19:22:07,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:08.687+07:00","2025-10-14 19:22:08,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:09.706+07:00","2025-10-14 19:22:09,705 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:10.738+07:00","2025-10-14 19:22:10,737 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:11.701+07:00","2025-10-14 19:22:11,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:12.698+07:00","2025-10-14 19:22:12,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:13.700+07:00","2025-10-14 19:22:13,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:14.700+07:00","2025-10-14 19:22:14,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:15.702+07:00","2025-10-14 19:22:15,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:16.688+07:00","2025-10-14 19:22:16,687 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:17.700+07:00","2025-10-14 19:22:17,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:18.686+07:00","2025-10-14 19:22:18,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:19.702+07:00","2025-10-14 19:22:19,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:20.704+07:00","2025-10-14 19:22:20,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:21.700+07:00","2025-10-14 19:22:21,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:22.701+07:00","2025-10-14 19:22:22,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:23.698+07:00","2025-10-14 19:22:23,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:24.702+07:00","2025-10-14 19:22:24,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:25.701+07:00","2025-10-14 19:22:25,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:26.699+07:00","2025-10-14 19:22:26,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:27.704+07:00","2025-10-14 19:22:27,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:28.699+07:00","2025-10-14 19:22:28,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:29.700+07:00","2025-10-14 19:22:29,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:30.702+07:00","2025-10-14 19:22:30,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:31.686+07:00","2025-10-14 19:22:31,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:32.701+07:00","2025-10-14 19:22:32,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:33.700+07:00","2025-10-14 19:22:33,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:34.702+07:00","2025-10-14 19:22:34,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:35.699+07:00","2025-10-14 19:22:35,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:36.704+07:00","2025-10-14 19:22:36,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:37.698+07:00","2025-10-14 19:22:37,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:38.705+07:00","2025-10-14 19:22:38,704 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:39.696+07:00","2025-10-14 19:22:39,695 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:40.701+07:00","2025-10-14 19:22:40,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:41.703+07:00","2025-10-14 19:22:41,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:42.701+07:00","2025-10-14 19:22:42,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:43.685+07:00","2025-10-14 19:22:43,683 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:44.699+07:00","2025-10-14 19:22:44,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:45.702+07:00","2025-10-14 19:22:45,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:46.702+07:00","2025-10-14 19:22:46,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:47.689+07:00","2025-10-14 19:22:47,688 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:48.703+07:00","2025-10-14 19:22:48,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:49.687+07:00","2025-10-14 19:22:49,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:50.704+07:00","2025-10-14 19:22:50,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:51.688+07:00","2025-10-14 19:22:51,687 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:52.702+07:00","2025-10-14 19:22:52,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:53.699+07:00","2025-10-14 19:22:53,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:54.700+07:00","2025-10-14 19:22:54,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:55.702+07:00","2025-10-14 19:22:55,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:56.702+07:00","2025-10-14 19:22:56,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:57.687+07:00","2025-10-14 19:22:57,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:58.703+07:00","2025-10-14 19:22:58,702 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:22:59.696+07:00","2025-10-14 19:22:59,694 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:00.706+07:00","2025-10-14 19:23:00,705 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:01.696+07:00","2025-10-14 19:23:01,695 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:02.699+07:00","2025-10-14 19:23:02,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:03.688+07:00","2025-10-14 19:23:03,687 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:04.702+07:00","2025-10-14 19:23:04,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:05.700+07:00","2025-10-14 19:23:05,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:06.701+07:00","2025-10-14 19:23:06,700 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:07.687+07:00","2025-10-14 19:23:07,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:08.698+07:00","2025-10-14 19:23:08,697 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:09.686+07:00","2025-10-14 19:23:09,685 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:10.699+07:00","2025-10-14 19:23:10,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:11.705+07:00","2025-10-14 19:23:11,705 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:12.698+07:00","2025-10-14 19:23:12,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:13.699+07:00","2025-10-14 19:23:13,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:14.702+07:00","2025-10-14 19:23:14,701 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:15.701+07:00","2025-10-14 19:23:15,699 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:16.699+07:00","2025-10-14 19:23:16,698 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:17.688+07:00","2025-10-14 19:23:17,687 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:18.705+07:00","2025-10-14 19:23:18,704 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:19.687+07:00","2025-10-14 19:23:19,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:20.737+07:00","2025-10-14 19:23:20,737 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:21.687+07:00","2025-10-14 19:23:21,686 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
"2025-10-15T02:23:22.704+07:00","2025-10-14 19:23:22,703 INFO: no action. I am (pg-patroni-node1-0), the leader with the lock"
